X,Y,Color
25.5,62.6,red
15.9,41.2,red
26.5,61.3,red
2.9,37.3,red
19.1,40.4,red
26.5,30.3,red
2.1,28.8,red
23.6,97.4,red
8.8,63.4,red
2.9,91.9,red
27.9,66.5,red
23.9,50.9,red
29.5,60.8,red
9.8,70.7,red
8.8,95.9,red
21.0,49.6,red
28.7,90.4,red
24.4,42.1,red
5.8,30.5,red
8.0,22.7,red
13.3,69.5,red
3.5,92.2,red
24.4,74.6,red
2.7,39.5,red
20.4,68.9,red
23.6,98.1,red
25.5,62.9,red
29.2,32.3,red
19.9,38.2,red
4.2,65.5,red
3.5,79.6,red
12.7,69.7,red
11.7,62.1,red
2.7,74.9,red
6.1,62.9,red
19.9,33.7,red
22.0,78.9,red
5.0,38.7,red
22.0,74.4,red
12.7,16.2,red
2.4,61.3,red
22.3,48.0,red
4.5,22.4,red
12.5,30.3,red
22.3,68.6,red
15.9,63.4,red
14.3,80.1,red
3.5,35.5,red
3.5,78.0,red
4.0,45.7,red
19.4,28.5,red
3.5,46.0,red
8.2,70.7,red
2.1,10.7,red
4.0,37.0,red
4.5,62.4,red
21.2,19.4,red
12.2,71.8,red
6.4,58.7,red
3.5,38.6,red
10.1,28.7,red
18.6,92.4,red
6.9,30.8,red
15.1,51.5,red
1.6,23.2,red
12.2,41.7,red
2.4,88.2,red
9.0,56.2,red
9.0,62.4,red
18.3,14.9,red
3.2,54.5,red
7.7,7.5,red
1.3,20.7,red
20.4,41.5,red
19.6,63.7,red
9.0,65.3,red
24.2,41.7,red
3.2,45.7,red
27.9,49.1,red
8.0,55.6,red
23.6,84.3,red
19.1,41.5,red
20.4,77.5,red
25.2,64.2,red
1.3,74.2,red
8.8,94.7,red
17.8,63.7,red
24.7,61.6,red
9.0,28.7,red
22.3,58.2,red
8.2,73.9,red
10.4,48.9,red
2.7,38.7,red
11.4,46.4,red
1.3,22.7,red
7.4,92.7,red
1.6,59.5,red
1.1,63.5,red
5.0,92.7,red
18.1,31.0,red
17.3,22.0,red
7.2,45.5,red
11.7,51.2,red
10.9,38.1,red
2.7,10.0,red
18.1,24.8,red
19.6,41.3,red
18.3,14.6,red
20.4,58.2,red
18.1,63.7,red
9.6,73.4,red
1.3,23.5,red
2.4,36.6,red
25.2,79.3,red
17.0,93.2,red
10.1,85.3,red
26.0,79.7,red
4.8,57.4,red
1.3,91.1,red
19.1,52.7,red
10.4,55.4,red
20.7,58.0,red
23.9,48.8,red
13.8,79.6,red
5.6,30.3,red
19.9,42.9,red
11.4,72.4,red
8.5,24.3,red
5.0,48.0,red
16.5,54.3,red
4.5,47.0,red
18.3,55.4,red
11.9,91.2,red
0.8,47.2,red
11.9,81.8,red
28.7,37.9,red
4.5,43.9,red
16.2,67.3,red
14.6,71.3,red
23.4,84.3,red
9.6,79.3,red
27.6,43.3,red
20.7,74.2,red
22.8,73.9,red
14.6,51.9,red
6.6,34.8,red
25.2,69.4,red
14.3,24.0,red
22.3,15.2,red
26.0,80.2,red
5.8,37.0,red
9.8,36.8,red
30.0,71.5,red
7.4,81.8,red
22.0,76.8,red
7.2,56.6,red
13.5,44.1,red
16.7,66.1,red
22.8,73.7,red
8.8,43.3,red
8.0,45.2,red
1.3,28.0,red
20.7,18.5,red
18.8,31.8,red
17.5,30.3,red
28.7,50.6,red
3.2,63.9,red
13.0,69.0,red
27.3,48.8,red
8.0,58.3,red
25.8,74.9,red
5.8,38.6,red
3.2,58.3,red
1.3,75.5,red
13.0,72.6,red
12.2,83.6,red
7.7,8.1,red
28.1,80.6,red
9.0,11.0,red
7.2,44.9,red
4.0,87.4,red
7.7,71.0,red
1.1,94.2,red
25.0,49.1,red
7.2,70.5,red
3.7,24.0,red
0.8,76.5,red
28.9,70.2,red
28.1,52.0,red
12.5,31.1,red
13.8,72.9,red
21.8,15.4,red
27.6,42.5,red
17.8,32.3,red
4.8,86.7,red
16.5,87.4,red
15.9,41.7,red
25.5,57.1,red
8.8,54.5,red
12.5,44.9,red
16.7,99.7,red
0.8,54.6,red
29.5,5.0,red
14.6,11.7,red
24.2,58.5,red
6.9,33.1,red
8.8,92.7,red
1.6,23.0,red
18.1,41.8,red
4.8,79.3,red
19.1,55.9,red
3.7,84.3,red
8.0,12.3,red
5.0,47.5,red
7.4,96.3,red
29.5,23.7,red
1.9,23.7,red
9.0,12.8,red
13.8,29.8,red
8.2,68.9,red
4.2,78.3,red
8.5,80.9,red
1.6,45.4,red
15.9,22.7,red
18.8,51.9,red
18.8,14.6,red
20.7,50.2,red
12.2,13.6,red
26.8,51.7,red
1.9,38.7,red
15.9,65.5,red
2.7,45.7,red
3.7,24.3,red
2.7,77.0,red
6.4,92.4,red
2.9,11.5,red
12.5,57.4,red
22.8,75.5,red
17.5,64.5,red
28.9,85.7,red
2.7,59.2,red
21.8,59.3,red
4.2,90.9,red
10.6,70.0,red
4.5,57.5,red
3.5,34.7,red
5.8,79.6,red
3.2,38.4,red
19.6,68.2,red
29.5,48.5,red
11.7,85.3,red
9.0,55.3,red
7.7,62.9,red
10.1,44.1,red
27.6,58.8,red
26.5,68.4,red
7.7,65.5,red
11.7,69.5,red
2.4,51.1,red
11.2,67.9,red
10.1,54.6,red
22.8,28.2,red
6.4,78.1,red
6.9,58.7,red
18.8,97.4,red
13.5,90.9,red
21.8,12.0,red
15.9,53.2,red
1.1,87.8,red
18.6,63.7,red
8.8,24.0,red
11.2,30.5,red
8.8,62.4,red
18.3,97.7,red
25.2,37.3,red
19.6,55.1,red
22.0,90.0,red
2.4,92.2,red
7.2,78.8,red
11.4,57.7,red
5.8,50.7,red
14.3,15.2,red
16.5,33.4,red
27.1,15.7,red
6.1,24.6,red
11.2,42.5,red
17.0,47.5,red
4.8,35.0,red
4.2,84.9,red
9.6,62.6,red
24.4,74.7,red
29.2,78.3,red
24.4,79.3,red
4.8,50.9,red
2.1,54.3,red
3.5,79.7,red
21.5,50.2,red
20.2,37.4,red
22.0,58.3,red
6.4,28.4,red
2.4,57.1,red
0.8,74.6,red
28.9,80.7,red
17.8,22.7,red
4.5,22.2,red
25.5,62.4,red
23.1,58.5,red
17.3,65.0,red
2.4,66.9,red
9.0,62.7,red
18.3,77.6,red
16.5,33.4,red
11.4,59.0,red
24.7,80.7,red
28.7,78.1,red
5.0,90.3,red
0.5,91.1,red
6.1,40.0,red
11.2,42.6,red
15.7,15.2,red
1.3,76.3,red
20.7,48.0,red
2.4,64.5,red
6.4,77.0,red
5.0,44.1,red
14.9,72.8,red
0.5,60.1,red
29.7,61.6,red
30.0,23.2,red
3.2,78.1,red
2.7,84.6,red
24.4,76.0,red
23.1,84.8,red
2.1,61.9,red
3.7,40.2,red
28.1,35.0,red
11.4,31.3,red
17.0,32.9,red
27.3,50.6,red
3.2,77.0,red
16.7,19.6,red
17.0,48.0,red
11.7,44.1,red
9.6,41.8,red
2.7,35.5,red
17.5,46.8,red
12.7,82.0,red
3.2,51.2,red
13.3,50.6,red
25.5,61.3,red
27.1,34.8,red
15.1,63.4,red
0.8,86.5,red
6.4,23.7,red
4.5,71.8,red
18.1,41.5,red
6.6,75.5,red
1.9,70.5,red
17.8,41.7,red
3.2,42.0,red
23.9,58.3,red
12.5,89.6,red
4.5,77.5,red
5.6,92.2,red
13.0,43.4,red
5.0,47.3,red
21.0,48.1,red
6.4,51.7,red
1.6,7.0,dark green
8.5,40.0,dark green
4.8,9.4,dark green
29.5,12.3,dark green
9.6,17.3,dark green
27.9,30.6,dark green
8.5,14.6,dark green
18.8,66.8,dark green
6.1,1.9,dark green
7.7,4.2,dark green
17.5,5.8,dark green
10.6,53.8,dark green
7.2,14.1,dark green
1.9,1.9,dark green
5.3,21.7,dark green
1.1,61.3,dark green
3.7,22.4,dark green
26.8,29.0,dark green
19.4,70.5,dark green
7.7,14.7,dark green
10.1,99.4,dark green
26.3,7.8,dark green
5.0,60.5,dark green
11.4,23.3,dark green
1.6,2.9,dark green
8.0,15.6,dark green
15.4,78.3,dark green
18.8,26.9,dark green
5.0,33.1,dark green
16.7,37.0,dark green
3.5,69.2,dark green
9.3,37.1,dark green
4.0,83.3,dark green
5.3,60.1,dark green
8.0,14.7,dark green
13.8,16.0,dark green
19.4,70.5,dark green
21.0,36.6,dark green
3.5,69.2,dark green
8.5,40.7,dark green
24.2,89.5,dark green
23.1,88.8,dark green
28.1,22.2,dark green
6.6,69.2,dark green
4.5,60.6,dark green
1.6,2.6,dark green
20.4,71.2,dark green
19.4,66.5,dark green
19.6,66.1,dark green
5.0,32.3,dark green
15.4,47.0,dark green
12.5,21.9,dark green
8.2,2.8,dark green
4.8,60.0,dark green
28.1,22.0,dark green
15.1,46.2,dark green
9.3,37.1,dark green
23.1,88.8,dark green
18.1,6.2,dark green
9.8,14.1,dark green
27.6,28.5,dark green
28.1,26.6,dark green
4.0,83.5,dark green
15.4,8.8,dark green
8.8,37.3,dark green
12.2,21.7,dark green
4.5,33.7,dark green
10.1,4.7,dark green
15.1,55.4,dark green
6.6,69.5,dark green
20.2,36.5,dark green
25.5,55.8,dark green
23.6,88.8,dark green
18.6,66.1,dark green
20.2,71.6,dark green
29.2,33.2,dark green
15.1,78.4,dark green
24.7,31.9,dark green
9.8,22.5,dark green
3.5,3.6,dark green
3.5,7.8,dark green
18.8,66.8,dark green
15.9,46.4,dark green
14.6,49.9,dark green
5.0,60.0,dark green
27.6,28.7,dark green
3.7,83.8,dark green
14.1,57.5,dark green
29.5,53.2,dark green
1.9,16.9,dark green
13.3,14.9,dark green
23.6,30.0,dark green
19.4,66.1,dark green
6.1,33.7,dark green
3.2,32.1,dark green
1.1,31.8,dark green
4.2,63.9,dark green
22.8,22.2,dark green
21.2,74.7,dark green
1.9,16.9,dark green
4.8,59.3,dark green
11.4,23.2,dark green
25.2,32.6,dark green
11.4,33.7,dark green
5.3,53.6,dark green
3.5,22.0,dark green
20.4,70.8,dark green
25.5,29.3,dark green
23.4,52.8,dark green
15.7,46.7,dark green
27.9,29.5,dark green
30.0,33.4,dark green
10.9,23.0,dark green
2.9,31.6,dark green
29.5,12.5,dark green
4.0,68.2,dark green
28.9,29.7,dark green
1.9,61.1,dark green
4.5,60.9,dark green
18.3,27.6,dark green
18.1,6.0,dark green
6.1,1.9,dark green
4.8,69.2,dark green
14.6,55.6,dark green
25.0,29.5,dark green
29.7,53.6,dark green
10.6,4.7,dark green
15.9,46.5,dark green
23.4,88.5,dark green
17.8,36.6,dark green
5.8,59.5,dark green
3.5,69.0,dark green
5.0,60.5,dark green
5.6,61.3,dark green
5.0,53.5,dark green
3.5,7.0,dark green
28.9,21.9,dark green
18.6,66.5,dark green
24.4,55.9,dark green
19.6,66.6,dark green
24.7,56.4,dark green
9.6,9.1,dark green
3.7,83.3,dark green
4.2,60.5,dark green
9.8,22.2,dark green
14.3,56.1,dark green
14.6,47.0,dark green
9.6,14.3,dark green
8.2,2.8,dark green
20.7,71.5,dark green
5.8,60.0,dark green
1.3,2.8,dark green
9.3,39.9,dark green
18.3,27.1,dark green
28.9,12.6,dark green
20.4,71.6,dark green
4.8,33.1,dark green
19.6,70.8,dark green
3.5,3.4,dark green
4.5,60.5,dark green
22.8,52.5,dark green
28.1,29.8,dark green
28.4,30.0,dark green
15.1,78.1,dark green
13.3,8.8,dark green
24.7,32.6,dark green
0.8,31.1,dark green
9.6,37.4,dark green
19.6,71.5,dark green
10.6,52.8,dark green
3.5,4.1,dark green
15.1,46.5,dark green
24.4,88.7,dark green
4.5,9.2,dark green
15.4,55.8,dark green
8.5,14.9,dark green
3.5,31.4,dark green
6.4,80.1,dark green
13.8,22.2,dark green
8.0,3.6,dark green
39.4,9.1,dark green
31.1,73.9,dark green
30.0,12.5,dark green
31.3,14.7,dark green
38.9,18.6,dark green
37.1,7.3,dark green
59.9,11.8,dark green
30.7,74.2,dark green
31.2,6.0,dark green
32.0,15.7,dark green
34.9,3.2,dark green
31.1,13.9,dark green
43.5,24.3,dark green
38.8,19.4,dark green
53.1,19.6,dark green
31.1,15.2,dark green
46.4,16.4,dark green
40.7,14.6,dark green
40.5,21.2,dark green
60.0,21.9,dark green
35.3,2.4,dark green
34.1,54.1,dark green
48.4,13.5,dark green
30.5,16.4,dark green
60.0,21.7,dark green
30.8,11.7,dark green
52.9,19.9,dark green
44.6,9.9,dark green
38.9,41.0,dark green
30.8,11.8,dark green
43.3,22.4,dark green
40.7,14.6,dark green
44.6,20.7,dark green
33.7,54.1,dark green
49.1,6.5,dark green
31.1,15.2,dark green
36.4,4.5,dark green
38.6,19.8,dark green
48.6,13.6,dark green
38.6,32.3,dark green
40.0,7.6,dark green
36.4,4.1,dark green
39.8,26.6,dark green
38.9,19.3,dark green
38.6,15.2,dark green
37.1,8.1,dark green
36.0,45.1,dark green
36.2,7.9,dark green
30.0,18.0,dark green
36.0,7.8,dark green
31.9,2.4,dark green
44.4,20.1,dark green
30.0,20.6,dark green
48.3,23.7,dark green
43.5,9.1,dark green
32.0,25.4,dark green
34.6,27.9,dark green
36.2,8.3,dark green
38.9,5.7,dark green
31.0,16.4,dark green
53.4,19.9,dark green
31.0,29.5,dark green
48.3,14.1,dark green
40.9,35.3,dark green
38.2,15.2,dark green
32.3,6.3,dark green
38.6,32.1,dark green
39.0,19.4,dark green
42.3,60.8,dark green
31.0,6.5,dark green
48.4,13.9,dark green
39.1,8.3,dark green
39.1,40.7,dark green
48.4,5.8,dark green
46.4,15.6,dark green
45.6,21.7,dark green
40.1,27.2,dark green
59.9,19.8,dark green
31.2,6.6,dark green
38.6,32.3,dark green
31.1,7.9,dark green
43.1,8.4,dark green
38.3,32.4,dark green
45.3,21.7,dark green
30.6,74.4,dark green
34.9,2.8,dark green
38.7,15.9,dark green
31.1,39.7,dark green
43.7,20.4,dark green
37.0,7.1,dark green
30.0,2.6,dark green
31.2,6.3,dark green
56.3,50.2,dark green
35.6,45.1,dark green
40.9,15.2,dark green
41.5,9.6,dark green
43.3,12.5,dark green
30.6,73.9,dark green
48.4,5.8,dark green
38.8,32.4,dark green
38.8,41.3,dark green
39.8,7.6,dark green
35.9,7.3,dark green
34.9,28.7,dark green
37.1,7.8,dark green
37.1,7.0,dark green
42.4,61.4,dark green
34.7,27.4,dark green
39.4,41.0,dark green
35.6,8.9,dark green
31.2,6.5,dark green
46.8,15.9,dark green
31.2,15.4,dark green
36.1,8.3,dark green
60.0,12.2,dark green
40.1,7.9,dark green
43.7,28.5,dark green
40.1,21.2,dark green
41.4,13.5,dark green
30.0,3.2,dark green
43.0,19.6,dark green
31.3,8.6,dark green
35.6,2.9,dark green
33.4,17.7,dark green
31.5,6.2,dark green
30.0,7.3,dark green
33.9,53.8,dark green
42.4,61.3,dark green
35.9,4.1,dark green
30.8,12.2,dark green
60.0,35.8,dark green
40.5,14.3,dark green
30.9,29.2,dark green
35.0,2.3,dark green
31.1,22.4,dark green
40.0,20.6,dark green
30.9,39.5,dark green
43.1,8.4,dark green
39.6,8.3,dark green
48.9,5.5,dark green
38.9,19.8,dark green
31.9,15.7,dark green
44.6,10.4,dark green
48.8,6.8,dark green
44.5,11.0,dark green
32.2,16.4,dark green
30.8,11.8,dark green
36.3,4.1,dark green
30.6,38.9,dark green
36.4,4.2,dark green
30.9,28.4,dark green
35.3,2.3,dark green
59.9,2.9,dark green
48.8,5.5,dark green
36.4,20.7,dark green
35.6,2.6,dark green
43.4,20.6,dark green
37.0,7.0,dark green
60.0,19.0,dark green
42.9,12.5,dark green
37.1,7.9,dark green
31.1,73.9,dark green
45.3,22.4,dark green
36.0,7.5,dark green
48.7,13.5,dark green
30.0,19.0,dark green
40.9,14.7,dark green
44.5,10.7,dark green
38.5,15.2,dark green
49.1,5.7,dark green
33.8,54.3,dark green
34.9,2.9,dark green
30.0,12.0,dark green
30.9,29.3,dark green
37.9,49.9,dark green
38.2,15.6,dark green
43.1,19.3,dark green
37.3,7.1,dark green
42.1,61.4,dark green
34.7,28.7,dark green
31.3,15.2,dark green
36.4,20.6,dark green
39.1,8.8,dark green
31.2,6.2,dark green
38.3,15.9,dark green
48.6,14.1,dark green
39.0,18.8,dark green
40.2,21.2,dark green
44.6,20.4,dark green
39.2,6.2,dark green
36.2,7.3,dark green
49.1,6.0,dark green
38.2,15.2,dark green
30.6,74.6,dark green
39.5,26.4,dark green
31.4,5.7,dark green
44.9,10.5,dark green
37.9,13.3,dark green
35.2,2.3,dark green
37.9,16.4,dark green
37.4,56.2,red
37.1,58.8,red
44.8,45.2,red
42.6,31.9,red
35.9,26.1,red
32.3,60.3,red
31.4,68.9,red
55.8,45.7,red
30.4,78.8,red
36.9,77.1,red
30.4,63.4,red
39.4,36.1,red
35.5,66.6,red
34.2,61.4,red
32.2,70.3,red
54.2,59.6,red
33.4,75.0,red
37.0,33.9,red
58.0,48.0,red
46.3,45.9,red
30.1,51.2,red
36.2,38.1,red
39.7,88.0,red
37.2,57.1,red
37.9,48.3,red
51.0,60.1,red
52.3,49.8,red
35.6,48.0,red
32.3,37.8,red
44.5,70.8,red
44.4,51.7,red
35.6,40.2,red
30.9,47.2,red
53.0,66.9,red
34.8,31.3,red
35.7,34.5,red
36.7,76.8,red
53.2,49.9,red
37.2,61.6,red
47.2,24.0,red
30.3,53.3,red
31.7,72.1,red
37.6,49.1,red
42.8,39.9,red
40.3,43.4,red
31.6,18.6,red
34.7,61.8,red
33.2,25.6,red
35.1,5.7,red
46.9,25.3,red
48.7,83.0,red
32.6,77.3,red
58.7,85.3,red
34.2,31.0,red
30.3,37.0,red
33.9,78.4,red
47.2,39.7,red
40.8,42.9,red
30.1,26.3,red
30.9,60.5,red
31.8,63.2,red
51.9,48.9,red
30.6,81.5,red
34.2,78.0,red
34.6,48.0,red
41.9,19.4,red
47.0,42.8,red
33.5,26.9,red
33.3,62.7,red
54.2,59.5,red
38.2,90.9,red
30.3,81.4,red
58.0,56.9,red
33.6,63.4,red
36.1,30.0,red
46.4,25.8,red
36.7,58.2,red
32.3,30.8,red
35.5,74.7,red
35.6,90.6,red
31.1,52.8,red
36.9,78.3,red
48.6,83.6,red
33.8,56.1,red
36.2,39.2,red
36.7,72.3,red
50.7,78.6,red
44.1,74.7,red
49.7,59.0,red
46.7,45.9,red
49.9,69.7,red
34.4,67.4,red
30.9,45.7,red
33.5,81.4,red
30.8,54.6,red
44.5,74.2,red
34.6,48.1,red
47.7,78.1,red
30.6,41.2,red
33.2,38.7,red
42.4,59.2,red
35.7,26.6,red
47.6,57.7,red
41.1,45.9,red
30.2,39.5,red
30.1,60.8,red
30.6,59.0,red
30.7,49.6,red
39.9,35.3,red
31.9,77.8,red
31.9,72.8,red
55.9,45.1,red
31.1,35.8,red
58.1,56.9,red
34.5,47.8,red
34.5,61.8,red
50.8,55.1,red
31.9,78.6,red
39.0,70.3,red
32.4,52.4,red
32.0,34.7,red
39.4,12.6,red
46.5,29.5,red
40.3,87.7,red
42.3,68.4,red
48.4,36.5,red
41.8,31.0,red
42.4,68.6,red
32.2,46.8,red
35.6,71.5,red
39.0,85.1,red
30.4,36.8,red
30.1,57.1,red
34.1,67.4,red
39.3,92.4,red
49.9,87.2,red
57.6,66.1,red
37.7,48.6,red
30.5,49.9,red
39.0,43.1,red
39.7,75.0,red
34.1,48.0,red
35.2,96.1,red
35.9,47.8,red
51.6,49.8,red
37.8,48.6,red
36.5,38.2,red
45.4,54.1,red
30.0,61.6,red
39.7,91.9,red
44.5,74.2,red
30.6,62.9,red
33.3,62.9,red
35.9,43.3,red
43.5,65.8,red
42.0,59.2,red
40.6,72.9,red
59.8,59.2,red
32.1,71.3,red
30.9,54.0,red
46.9,26.3,red
42.5,70.8,red
38.8,12.8,red
36.3,31.3,red
37.4,66.9,red
30.1,80.7,red
35.3,96.6,red
31.2,53.2,red
60.0,5.2,red
35.6,48.3,red
31.6,83.8,red
52.9,49.3,red
30.9,54.8,red
33.9,51.4,red
49.6,69.4,red
37.1,66.1,red
36.1,34.8,red
52.8,55.8,red
34.7,31.3,red
37.8,47.3,red
33.4,25.0,red
31.5,83.8,red
33.3,27.6,red
55.5,45.5,red
39.9,51.5,red
31.1,47.2,red
31.9,70.2,red
40.9,73.1,red
39.4,43.3,red
39.8,28.0,red
42.4,90.6,red
59.6,4.9,red
31.8,83.5,red
59.3,4.1,red
34.5,62.2,red
37.8,54.0,red
32.3,60.8,red
52.9,56.6,red
51.4,92.5,red
35.0,55.8,red
39.5,28.4,red
37.3,42.9,red
47.4,24.3,red
54.4,59.0,red
54.9,75.4,red
31.1,49.8,red
39.7,35.8,red
42.4,49.6,red
36.5,17.0,red
35.6,75.5,red
30.6,43.3,red
34.9,14.6,red
32.6,77.3,red
39.8,35.3,red
47.6,38.9,red
35.5,67.3,red
32.9,35.5,red
47.7,52.8,red
43.2,90.0,red
40.2,75.2,red
30.1,34.8,red
40.6,43.4,red
44.2,52.0,red
51.4,78.8,red
41.8,59.5,red
31.8,70.8,red
33.9,10.7,red
35.6,75.7,red
39.0,42.8,red
30.5,52.7,red
36.0,37.9,red
38.0,27.2,red
41.7,31.1,red
35.7,42.8,red
50.0,87.7,red
32.1,32.7,red
30.3,58.0,red
42.4,90.0,red
55.9,45.1,red
30.4,63.4,red
34.1,87.0,red
34.4,67.1,red
39.5,74.6,red
51.7,68.7,red
30.8,50.7,red
31.6,68.4,red
34.1,86.9,red
40.9,73.1,red
59.4,46.2,red
34.2,66.6,red
31.1,45.5,red
30.3,43.1,red
49.4,68.2,red
30.7,21.7,red
39.8,87.0,red
50.1,69.9,red
39.0,85.1,red
30.5,52.8,red
51.8,68.7,red
49.5,69.7,red
54.8,75.4,red
32.0,31.4,red
36.2,33.9,red
31.1,54.6,red
45.1,78.0,red
35.7,26.4,red
36.7,73.9,red
46.6,44.7,red
44.6,70.7,red
42.1,57.1,red
34.5,67.6,red
36.0,25.9,red
32.1,83.5,red
56.5,67.9,red
44.3,75.0,red
45.1,44.4,red
30.2,51.7,red
40.5,77.3,red
35.7,55.1,red
38.1,53.8,red
31.9,83.1,red
46.0,86.4,red
33.3,29.2,red
49.9,69.0,red
46.2,87.0,red
45.3,51.1,red
32.3,62.6,red
31.9,39.1,red
36.1,33.7,red
50.1,69.2,red
30.0,58.0,red
35.5,54.8,red
49.4,69.2,red
35.6,29.5,red
32.9,35.8,red
34.7,87.2,red
60.0,60.0,red
43.2,32.4,red
33.8,78.8,red
50.8,60.3,red
49.7,69.2,red
37.6,47.0,red
51.2,92.7,red
39.4,92.2,red
30.3,51.5,red
30.7,55.8,red
31.6,31.9,red
32.0,60.9,red
33.4,49.9,red
30.1,70.5,red
33.4,26.9,red
31.8,71.5,red
36.2,40.0,red
39.8,91.2,red
31.4,71.8,red
39.1,84.8,red
39.6,27.7,red
36.0,29.8,red
36.5,38.7,red
50.9,54.9,red
31.7,25.4,red
33.7,35.7,red
53.1,67.1,red
41.8,39.2,red
33.4,74.4,red
40.3,43.4,red
49.8,69.7,red
30.8,55.6,red
31.6,19.8,red
46.5,29.2,red
50.0,69.4,red
30.1,71.0,red
31.1,54.1,red
32.1,35.3,red
39.7,91.6,red
42.0,44.1,red
35.4,71.2,red
40.7,73.4,red
32.2,46.2,red
36.3,31.0,red
42.4,69.0,red
32.8,40.5,red
34.1,50.4,red
38.9,13.3,red
55.6,45.1,red
40.5,78.3,red
37.9,26.6,red
32.6,78.8,red
37.5,90.9,red
38.9,73.7,red
44.8,70.3,red
32.2,51.9,red
35.0,67.3,red
42.3,70.7,red
53.0,56.9,red
47.1,43.4,red
39.9,87.8,red
37.8,62.2,red
39.4,85.4,red
30.6,58.0,red
35.1,74.9,red
41.7,72.4,red
30.0,71.5,red
35.5,91.1,red
38.0,47.8,red
41.6,75.2,red
37.9,51.5,red
38.8,48.9,red
33.9,50.9,red
30.6,58.0,red
51.0,55.8,red
30.5,59.2,red
35.9,34.0,red
30.7,20.9,red
42.3,58.0,red
45.4,53.5,red
33.5,25.6,red
44.6,51.9,red
35.4,55.4,red
43.3,31.9,red
31.8,70.0,red
42.7,83.8,red
41.8,90.3,red
39.2,42.0,red
33.6,28.2,red
30.1,43.4,red
35.1,54.6,red
31.9,69.2,red
51.8,68.6,red
47.8,78.4,red
45.0,80.7,red
42.1,90.8,red
41.6,59.5,red
30.1,36.6,red
32.8,39.9,red
35.6,40.2,red
31.3,67.7,red
57.8,55.9,red
35.4,66.9,red
33.8,35.8,red
45.9,87.5,red
32.0,67.4,red
41.6,44.4,red
42.6,46.8,red
33.4,74.6,red
37.9,48.5,red
35.3,91.9,red
33.9,78.8,red
32.5,65.3,red
42.8,39.1,red
45.1,45.4,red
35.6,75.4,red
41.7,31.1,red
45.7,51.1,red
38.1,48.1,red
42.5,58.0,red
41.9,43.8,red
36.1,34.5,red
44.9,71.0,red
35.5,46.8,red
48.3,83.1,red
37.6,27.1,red
47.2,85.1,red
32.6,35.7,red
31.8,62.7,red
40.9,43.1,red
32.6,77.8,red
31.4,19.4,red
46.2,44.7,red
35.3,66.1,red
40.4,42.8,red
45.4,53.8,red
31.7,60.1,red
49.8,69.5,red
44.7,44.9,red
53.0,50.1,red
42.8,68.7,red
31.0,46.7,red
31.6,32.4,red
34.9,66.9,red
57.7,65.2,red
31.7,84.1,red
39.6,42.9,red
31.0,49.6,red
44.9,44.6,red
36.9,59.0,red
34.7,17.2,red
32.0,70.2,red
42.5,59.8,red
36.7,77.8,red
33.8,60.6,red
42.4,70.7,red
45.7,87.4,red
53.2,67.1,red
35.8,34.0,red
50.6,27.9,red
34.3,21.7,red
40.0,35.7,red
48.4,36.3,red
30.0,86.1,red
34.7,31.4,red
37.5,42.5,red
41.9,30.5,red
43.0,39.2,red
57.8,56.6,red
34.7,32.1,red
35.6,91.1,red
44.8,77.8,red
36.4,38.1,red
40.8,73.3,red
39.4,71.2,red
41.9,30.5,red
33.2,37.3,red
30.3,57.2,red
47.4,39.1,red
40.9,45.2,red
40.2,49.6,red
33.4,25.1,red
59.5,4.4,red
48.3,83.8,red
32.3,48.8,red
41.0,40.7,red
31.3,53.8,red
31.5,69.9,red
41.6,39.2,red
45.4,80.1,red
41.6,31.1,red
39.1,84.9,red
46.3,45.1,red
46.2,86.4,red
41.6,38.9,red
40.9,74.7,red
32.2,60.6,red
58.7,85.1,red
36.4,73.6,red
35.6,67.3,red
37.0,58.0,red
35.9,43.6,red
33.8,63.0,red
33.8,50.9,red
44.2,80.1,light green
42.4,25.0,light green
35.4,4.2,light green
31.2,64.5,light green
46.1,1.5,light green
38.9,78.1,light green
56.4,49.9,light green
31.9,13.5,light green
32.2,15.4,light green
38.6,9.1,light green
35.0,29.0,light green
33.8,23.5,light green
43.9,17.3,light green
53.2,23.8,light green
38.6,12.2,light green
55.5,12.2,light green
30.3,13.5,light green
33.3,50.9,light green
37.6,15.2,light green
48.7,52.2,light green
47.6,17.8,light green
45.2,16.0,light green
55.2,6.6,light green
47.7,29.5,light green
34.0,19.4,light green
30.6,47.0,light green
50.1,9.4,light green
40.5,38.4,light green
52.6,26.3,light green
36.4,43.3,light green
31.1,48.8,light green
42.5,17.7,light green
50.0,13.5,light green
55.9,23.3,light green
39.4,68.7,light green
34.7,34.0,light green
32.0,13.9,light green
33.9,32.4,light green
49.7,51.4,light green
32.5,22.2,light green
39.9,32.7,light green
30.4,65.5,light green
36.6,32.6,light green
44.5,22.5,light green
31.2,33.4,light green
45.1,22.7,light green
33.7,39.4,light green
39.0,11.2,light green
58.9,15.6,light green
44.8,9.4,light green
50.4,12.3,light green
47.6,17.3,light green
44.3,1.9,light green
43.3,19.4,light green
41.3,17.5,light green
54.3,7.0,light green
32.6,68.4,light green
34.0,17.3,light green
43.1,30.1,light green
42.3,78.6,light green
40.1,41.7,light green
41.0,20.3,light green
37.9,5.0,light green
58.2,8.9,light green
41.6,17.3,light green
32.3,25.4,light green
43.9,23.5,light green
47.4,13.8,light green
